"Row ID","Order ID","Order Date","Customer ID","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Price"
1996,"US-2017-147221",12/2/2017,"JS-16030","Houston","Texas",77036,"Central","OFF-AP-10002534","Office Supplies","Appliances",294.62
1997,"US-2017-147221",12/2/2017,"JS-16030","Houston","Texas",77036,"Central","FUR-FU-10004020","Furniture","Furnishings",8.75
1998,"CA-2014-131905",2/6/2014,"ND-18460","Chesapeake","Virginia",23320,"South","OFF-LA-10002787","Office Supplies","Labels",15.00
1999,"CA-2014-131905",2/6/2014,"ND-18460","Chesapeake","Virginia",23320,"South","TEC-PH-10003645","Technology","Phones",161.61
2000,"CA-2014-131905",2/6/2014,"ND-18460","Chesapeake","Virginia",23320,"South","TEC-PH-10001615","Technology","Phones",144.95
2001,"CA-2017-166128",4/11/2017,"LW-17215","Pasadena","California",91104,"West","TEC-AC-10001767","Technology","Accessories",199.95
2002,"CA-2017-166128",4/11/2017,"LW-17215","Pasadena","California",91104,"West","OFF-AR-10001221","Office Supplies","Art",41.86
2003,"CA-2017-163510",12/25/2017,"JW-15955","Louisville","Kentucky",40214,"South","OFF-ST-10000563","Office Supplies","Storage",95.94
2004,"CA-2017-163510",12/25/2017,"JW-15955","Louisville","Kentucky",40214,"South","FUR-CH-10001146","Furniture","Chairs",304.45
2005,"US-2017-143028",4/11/2017,"SC-20050","Lubbock","Texas",79424,"Central","OFF-BI-10004738","Office Supplies","Binders",11.36
2006,"CA-2014-111150",12/31/2014,"RW-19630","Columbia","Missouri",65203,"Central","OFF-AR-10000034","Office Supplies","Art",29.68
2007,"CA-2014-111150",12/31/2014,"RW-19630","Columbia","Missouri",65203,"Central","TEC-AC-10000290","Technology","Accessories",47.53
2008,"CA-2017-165386",8/3/2017,"CM-12190","Chicago","Illinois",60623,"Central","FUR-BO-10003034","Furniture","Bookcases",183.37
2009,"CA-2014-116407",11/15/2014,"JF-15190","Johnson City","Tennessee",37604,"South","OFF-AR-10001315","Office Supplies","Art",4.22
2010,"CA-2014-116407",11/15/2014,"JF-15190","Johnson City","Tennessee",37604,"South","OFF-AP-10002118","Office Supplies","Appliances",333.06
2011,"CA-2014-116407",11/15/2014,"JF-15190","Johnson City","Tennessee",37604,"South","OFF-PA-10002137","Office Supplies","Paper",24.90
2012,"CA-2015-155761",12/11/2015,"SC-20800","Houston","Texas",77041,"Central","TEC-AC-10001606","Technology","Accessories",159.98
2013,"CA-2015-155761",12/11/2015,"SC-20800","Houston","Texas",77041,"Central","OFF-ST-10000943","Office Supplies","Storage",46.34
2014,"CA-2016-145905",9/18/2016,"AM-10705","Auburn","Alabama",36830,"South","FUR-CH-10001854","Furniture","Chairs",350.98
2015,"CA-2016-145905",9/18/2016,"AM-10705","Auburn","Alabama",36830,"South","OFF-PA-10000533","Office Supplies","Paper",13.08
2016,"CA-2016-145905",9/18/2016,"AM-10705","Auburn","Alabama",36830,"South","OFF-ST-10003716","Office Supplies","Storage",900.08
2017,"CA-2015-113110",3/19/2015,"BK-11260","San Bernardino","California",92404,"West","OFF-BI-10000088","Office Supplies","Binders",17.57
2018,"CA-2015-113110",3/19/2015,"BK-11260","San Bernardino","California",92404,"West","OFF-LA-10000240","Office Supplies","Labels",14.62
2019,"CA-2015-113110",3/19/2015,"BK-11260","San Bernardino","California",92404,"West","OFF-SU-10001165","Office Supplies","Supplies",33.36
2020,"CA-2015-113110",3/19/2015,"BK-11260","San Bernardino","California",92404,"West","OFF-PA-10002749","Office Supplies","Paper",40.14
2021,"CA-2016-168354",9/19/2016,"RH-19510","Providence","Rhode Island",2908,"East","OFF-ST-10001490","Office Supplies","Storage",1606.23
2022,"CA-2016-168354",9/19/2016,"RH-19510","Providence","Rhode Island",2908,"East","OFF-PA-10002377","Office Supplies","Paper",17.04
2023,"CA-2016-168354",9/19/2016,"RH-19510","Providence","Rhode Island",2908,"East","OFF-BI-10004826","Office Supplies","Binders",49.53
2024,"CA-2016-168354",9/19/2016,"RH-19510","Providence","Rhode Island",2908,"East","FUR-CH-10004675","Furniture","Chairs",872.32
2025,"US-2017-111241",8/20/2017,"GM-14500","Fresno","California",93727,"West","OFF-BI-10002867","Office Supplies","Binders",239.12
2026,"CA-2015-114237",3/13/2015,"MC-17275","Seattle","Washington",98103,"West","FUR-BO-10004409","Furniture","Bookcases",141.96
2027,"CA-2016-113516",9/8/2016,"VM-21685","Lancaster","California",93534,"West","OFF-BI-10002225","Office Supplies","Binders",33.02
2028,"CA-2016-113516",9/8/2016,"VM-21685","Lancaster","California",93534,"West","OFF-BI-10001989","Office Supplies","Binders",67.14
2029,"CA-2015-117961",11/26/2015,"GP-14740","Leominster","Massachusetts",1453,"East","OFF-BI-10000343","Office Supplies","Binders",14.73
2030,"CA-2015-117961",11/26/2015,"GP-14740","Leominster","Massachusetts",1453,"East","OFF-ST-10001172","Office Supplies","Storage",104.90
2031,"CA-2015-117961",11/26/2015,"GP-14740","Leominster","Massachusetts",1453,"East","OFF-BI-10003707","Office Supplies","Binders",61.04
2032,"CA-2015-117961",11/26/2015,"GP-14740","Leominster","Massachusetts",1453,"East","OFF-PA-10001274","Office Supplies","Paper",10.95
2033,"CA-2016-128923",12/9/2016,"GB-14530","Fort Worth","Texas",76106,"Central","OFF-PA-10002250","Office Supplies","Paper",9.39
2034,"CA-2016-128923",12/9/2016,"GB-14530","Fort Worth","Texas",76106,"Central","OFF-AR-10000475","Office Supplies","Art",9.33
2035,"CA-2017-162481",9/25/2017,"CT-11995","Rochester","Minnesota",55901,"Central","OFF-BI-10002976","Office Supplies","Binders",8.26
2036,"CA-2017-162481",9/25/2017,"CT-11995","Rochester","Minnesota",55901,"Central","FUR-CH-10003061","Furniture","Chairs",269.97
2037,"CA-2015-119214",1/23/2015,"CW-11905","Bozeman","Montana",59715,"West","OFF-PA-10002893","Office Supplies","Paper",29.04
2038,"CA-2015-119214",1/23/2015,"CW-11905","Bozeman","Montana",59715,"West","OFF-LA-10003077","Office Supplies","Labels",14.62
2039,"CA-2015-122287",6/18/2015,"SN-20560","Peoria","Arizona",85345,"West","OFF-PA-10001661","Office Supplies","Paper",11.95
2040,"CA-2015-122287",6/18/2015,"SN-20560","Peoria","Arizona",85345,"West","OFF-BI-10004656","Office Supplies","Binders",4.54
2041,"CA-2015-122287",6/18/2015,"SN-20560","Peoria","Arizona",85345,"West","OFF-BI-10003707","Office Supplies","Binders",9.16
2042,"CA-2015-122287",6/18/2015,"SN-20560","Peoria","Arizona",85345,"West","FUR-FU-10004973","Furniture","Furnishings",75.36
2043,"CA-2015-104493",10/2/2015,"EB-13705","San Diego","California",92105,"West","OFF-BI-10004817","Office Supplies","Binders",57.50
2044,"US-2017-158946",11/18/2017,"JW-15220","Lakewood","Ohio",44107,"East","OFF-AR-10001860","Office Supplies","Art",38.86
2045,"CA-2014-129168",8/17/2014,"KB-16585","Houston","Texas",77095,"Central","OFF-PA-10001639","Office Supplies","Paper",15.55
2046,"CA-2016-131835",7/17/2016,"MC-17590","Perth Amboy","New Jersey",8861,"East","OFF-AP-10004487","Office Supplies","Appliances",162.64
2047,"CA-2016-131835",7/17/2016,"MC-17590","Perth Amboy","New Jersey",8861,"East","TEC-PH-10001760","Technology","Phones",597.00
2048,"CA-2016-131835",7/17/2016,"MC-17590","Perth Amboy","New Jersey",8861,"East","OFF-PA-10004071","Office Supplies","Paper",55.48
2049,"CA-2015-142237",7/11/2015,"CK-12595","Philadelphia","Pennsylvania",19134,"East","FUR-FU-10004848","Furniture","Furnishings",289.80
2050,"CA-2015-142237",7/11/2015,"CK-12595","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10004022","Office Supplies","Binders",2.50
2051,"CA-2015-142237",7/11/2015,"CK-12595","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10003669","Office Supplies","Binders",6.48
2052,"CA-2015-142237",7/11/2015,"CK-12595","Philadelphia","Pennsylvania",19134,"East","FUR-CH-10003833","Furniture","Chairs",341.49
2053,"CA-2015-142237",7/11/2015,"CK-12595","Philadelphia","Pennsylvania",19134,"East","OFF-AR-10003732","Office Supplies","Art",11.12
2054,"CA-2015-142237",7/11/2015,"CK-12595","Philadelphia","Pennsylvania",19134,"East","FUR-FU-10003142","Furniture","Furnishings",25.34
2055,"CA-2016-136434",12/1/2016,"RD-19480","Richmond","Indiana",47374,"Central","FUR-FU-10001196","Furniture","Furnishings",17.31
2056,"CA-2017-120376",12/22/2017,"TP-21130","Detroit","Michigan",48227,"Central","TEC-AC-10001114","Technology","Accessories",199.95
2057,"CA-2017-120376",12/22/2017,"TP-21130","Detroit","Michigan",48227,"Central","FUR-CH-10002335","Furniture","Chairs",1586.69
2058,"CA-2017-120376",12/22/2017,"TP-21130","Detroit","Michigan",48227,"Central","TEC-AC-10000844","Technology","Accessories",84.99
2059,"CA-2017-120376",12/22/2017,"TP-21130","Detroit","Michigan",48227,"Central","FUR-TA-10004534","Furniture","Tables",411.80
2060,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","OFF-FA-10002975","Office Supplies","Fasteners",11.34
2061,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","OFF-ST-10003996","Office Supplies","Storage",80.30
2062,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","OFF-BI-10002571","Office Supplies","Binders",15.97
2063,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","OFF-PA-10000477","Office Supplies","Paper",64.74
2064,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","OFF-BI-10004209","Office Supplies","Binders",19.30
2065,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","OFF-ST-10001963","Office Supplies","Storage",405.64
2066,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","FUR-CH-10003833","Furniture","Chairs",146.35
2067,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","TEC-AC-10004568","Technology","Accessories",251.91
2068,"CA-2014-106439",10/31/2014,"GG-14650","Los Angeles","California",90049,"West","OFF-AR-10001419","Office Supplies","Art",12.39
2069,"CA-2015-133452",4/13/2015,"ZC-21910","Pomona","California",91767,"West","TEC-AC-10002800","Technology","Accessories",199.96
2070,"CA-2015-133452",4/13/2015,"ZC-21910","Pomona","California",91767,"West","FUR-TA-10003954","Furniture","Tables",710.83
2071,"CA-2016-146521",7/21/2016,"CC-12610","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10000301","Office Supplies","Binders",1.94
2072,"US-2017-110996",11/20/2017,"KA-16525","Ontario","California",91761,"West","FUR-CH-10003956","Furniture","Chairs",283.92
2073,"CA-2016-129693",11/26/2016,"TC-20980","Seattle","Washington",98105,"West","OFF-BI-10002954","Office Supplies","Binders",7.31
2074,"CA-2017-122504",11/7/2017,"DB-13270","Brentwood","California",94513,"West","TEC-AC-10003289","Technology","Accessories",59.97
2075,"CA-2017-122504",11/7/2017,"DB-13270","Brentwood","California",94513,"West","TEC-PH-10002468","Technology","Phones",761.54
2076,"CA-2014-131051",12/1/2014,"TR-21325","San Francisco","California",94122,"West","FUR-FU-10001861","Furniture","Furnishings",58.20
2077,"CA-2017-140676",9/12/2017,"BF-11080","Baltimore","Maryland",21215,"East","OFF-PA-10004082","Office Supplies","Paper",39.90
2078,"CA-2017-140676",9/12/2017,"BF-11080","Baltimore","Maryland",21215,"East","OFF-AP-10000358","Office Supplies","Appliances",90.86
2079,"CA-2017-140676",9/12/2017,"BF-11080","Baltimore","Maryland",21215,"East","OFF-PA-10004243","Office Supplies","Paper",94.85
2080,"CA-2015-120103",12/24/2015,"MS-17365","Phoenix","Arizona",85023,"West","OFF-PA-10001295","Office Supplies","Paper",106.23
2081,"CA-2015-120103",12/24/2015,"MS-17365","Phoenix","Arizona",85023,"West","TEC-PH-10002170","Technology","Phones",111.98
2082,"CA-2015-120103",12/24/2015,"MS-17365","Phoenix","Arizona",85023,"West","FUR-FU-10002885","Furniture","Furnishings",7.71
2083,"CA-2017-104647",2/23/2017,"CK-12595","Los Angeles","California",90008,"West","OFF-PA-10002870","Office Supplies","Paper",37.44
2084,"CA-2014-110352",11/23/2014,"ED-13885","Houston","Texas",77036,"Central","OFF-LA-10003923","Office Supplies","Labels",23.68
2085,"CA-2016-140501",6/23/2016,"IM-15070","New York City","New York",10009,"East","OFF-LA-10003510","Office Supplies","Labels",122.12
2086,"CA-2016-140501",6/23/2016,"IM-15070","New York City","New York",10009,"East","OFF-LA-10000248","Office Supplies","Labels",18.45
2087,"CA-2016-140501",6/23/2016,"IM-15070","New York City","New York",10009,"East","OFF-ST-10000060","Office Supplies","Storage",324.90
2088,"CA-2016-140501",6/23/2016,"IM-15070","New York City","New York",10009,"East","OFF-PA-10003129","Office Supplies","Paper",146.73
2089,"CA-2016-140501",6/23/2016,"IM-15070","New York City","New York",10009,"East","OFF-FA-10004076","Office Supplies","Fasteners",3.96
2090,"CA-2015-139290",10/26/2015,"MY-17380","Rancho Cucamonga","California",91730,"West","OFF-LA-10004008","Office Supplies","Labels",5.76
2091,"CA-2017-166142",7/15/2017,"MM-17260","Wilmington","Delaware",19805,"East","OFF-BI-10004094","Office Supplies","Binders",26.55
2092,"CA-2017-166142",7/15/2017,"MM-17260","Wilmington","Delaware",19805,"East","FUR-TA-10004607","Furniture","Tables",310.44
2093,"CA-2014-145926",11/17/2014,"MP-17470","Moorhead","Minnesota",56560,"Central","FUR-CH-10004289","Furniture","Chairs",479.90
2094,"CA-2015-149678",4/13/2015,"AW-10840","Farmington","New Mexico",87401,"West","OFF-SU-10004498","Office Supplies","Supplies",12.88
2095,"US-2015-164357",11/25/2015,"SF-20065","Wilmington","North Carolina",28403,"South","OFF-AR-10001177","Office Supplies","Art",13.12
2096,"US-2016-146570",5/15/2016,"SN-20710","Jackson","Mississippi",39212,"South","OFF-BI-10001718","Office Supplies","Binders",511.84
2097,"US-2016-146570",5/15/2016,"SN-20710","Jackson","Mississippi",39212,"South","OFF-AR-10004602","Office Supplies","Art",91.96
2098,"US-2016-146570",5/15/2016,"SN-20710","Jackson","Mississippi",39212,"South","OFF-AR-10003856","Office Supplies","Art",8.34
2099,"CA-2017-124401",9/7/2017,"RD-19900","Portland","Oregon",97206,"West","OFF-ST-10000649","Office Supplies","Storage",37.68
2100,"CA-2017-124401",9/7/2017,"RD-19900","Portland","Oregon",97206,"West","TEC-AC-10002926","Technology","Accessories",279.94
2101,"US-2014-140116",3/10/2014,"KT-16480","Denver","Colorado",80219,"West","OFF-ST-10000078","Office Supplies","Storage",636.41
2102,"US-2014-140116",3/10/2014,"KT-16480","Denver","Colorado",80219,"West","OFF-AR-10001044","Office Supplies","Art",83.17
2103,"CA-2014-123295",7/18/2014,"AH-10120","Tucson","Arizona",85705,"West","FUR-CH-10002372","Furniture","Chairs",259.14
2104,"CA-2017-167101",3/24/2017,"BM-11650","New York City","New York",10009,"East","OFF-PA-10000357","Office Supplies","Paper",221.92
2105,"CA-2017-167101",3/24/2017,"BM-11650","New York City","New York",10009,"East","TEC-AC-10001266","Technology","Accessories",26.00
2106,"US-2014-167633",9/30/2014,"BW-11200","Boynton Beach","Florida",33437,"South","OFF-PA-10004888","Office Supplies","Paper",15.55
2107,"US-2014-152723",9/26/2014,"HG-14965","Mesquite","Texas",75150,"Central","OFF-BI-10003460","Office Supplies","Binders",0.88
2108,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","OFF-PA-10000157","Office Supplies","Paper",19.98
2109,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","OFF-BI-10004519","Office Supplies","Binders",398.35
2110,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","OFF-AR-10004272","Office Supplies","Art",5.04
2111,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","OFF-FA-10000585","Office Supplies","Fasteners",17.45
2112,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","FUR-CH-10004218","Furniture","Chairs",323.14
2113,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","OFF-SU-10004231","Office Supplies","Supplies",29.70
2114,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","TEC-PH-10001578","Technology","Phones",1295.84
2115,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","OFF-ST-10003638","Office Supplies","Storage",46.84
2116,"CA-2015-164882",10/31/2015,"SG-20080","Redlands","California",92374,"West","FUR-BO-10002213","Furniture","Bookcases",425.83
2117,"CA-2015-159786",10/12/2015,"RK-19300","Rochester","New York",14609,"East","FUR-TA-10001307","Furniture","Tables",209.67
2118,"CA-2016-130267",9/19/2016,"SW-20245","Stockton","California",95207,"West","OFF-PA-10002222","Office Supplies","Paper",159.88
2119,"CA-2017-155460",4/13/2017,"RW-19630","Seattle","Washington",98105,"West","OFF-PA-10002479","Office Supplies","Paper",5.28
2120,"CA-2017-155460",4/13/2017,"RW-19630","Seattle","Washington",98105,"West","OFF-BI-10003091","Office Supplies","Binders",895.92
2121,"US-2017-168690",1/7/2017,"TS-21085","Ormond Beach","Florida",32174,"South","OFF-BI-10000145","Office Supplies","Binders",2.81
2122,"CA-2017-158246",11/9/2017,"JB-15400","Sunnyvale","California",94086,"West","FUR-CH-10003061","Furniture","Chairs",215.98
2123,"CA-2017-167381",9/22/2017,"EH-14005","Lansing","Michigan",48911,"Central","FUR-BO-10001972","Furniture","Bookcases",241.96
2124,"CA-2017-167381",9/22/2017,"EH-14005","Lansing","Michigan",48911,"Central","OFF-LA-10000134","Office Supplies","Labels",27.72
2125,"CA-2017-144862",12/1/2017,"EH-14005","Philadelphia","Pennsylvania",19143,"East","OFF-EN-10003040","Office Supplies","Envelopes",104.68
2126,"CA-2017-144862",12/1/2017,"EH-14005","Philadelphia","Pennsylvania",19143,"East","TEC-PH-10000923","Technology","Phones",62.96
2127,"CA-2014-126032",6/23/2014,"BS-11665","Philadelphia","Pennsylvania",19143,"East","TEC-AC-10000158","Technology","Accessories",86.38
2128,"CA-2015-134859",10/4/2015,"JK-16120","Philadelphia","Pennsylvania",19134,"East","FUR-FU-10003623","Furniture","Furnishings",64.94
2129,"CA-2015-134859",10/4/2015,"JK-16120","Philadelphia","Pennsylvania",19134,"East","OFF-PA-10001293","Office Supplies","Paper",20.74
2130,"US-2014-114188",5/20/2014,"RF-19345","Dover","New Hampshire",3820,"East","OFF-AP-10000124","Office Supplies","Appliances",33.28
2131,"US-2014-114188",5/20/2014,"RF-19345","Dover","New Hampshire",3820,"East","OFF-AR-10004511","Office Supplies","Art",38.52
2132,"US-2014-114188",5/20/2014,"RF-19345","Dover","New Hampshire",3820,"East","FUR-FU-10000076","Furniture","Furnishings",139.86
2133,"CA-2015-156524",11/20/2015,"DL-12865","New York City","New York",10011,"East","OFF-PA-10003883","Office Supplies","Paper",19.65
2134,"CA-2015-122210",11/30/2015,"WB-21850","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10003656","Office Supplies","Binders",152.99
2135,"CA-2015-122210",11/30/2015,"WB-21850","Philadelphia","Pennsylvania",19134,"East","OFF-FA-10000053","Office Supplies","Fasteners",10.58
2136,"CA-2015-122210",11/30/2015,"WB-21850","Philadelphia","Pennsylvania",19134,"East","TEC-PH-10002807","Technology","Phones",94.92
2137,"CA-2015-156377",12/31/2015,"TB-21625","Grand Prairie","Texas",75051,"Central","FUR-FU-10002364","Furniture","Furnishings",14.76
2138,"CA-2015-156377",12/31/2015,"TB-21625","Grand Prairie","Texas",75051,"Central","OFF-BI-10002954","Office Supplies","Binders",3.66
2139,"US-2017-157896",11/16/2017,"CB-12415","New York City","New York",10009,"East","OFF-PA-10004092","Office Supplies","Paper",146.82
2140,"CA-2014-159520",6/6/2014,"GT-14635","Long Beach","New York",11561,"East","OFF-BI-10003982","Office Supplies","Binders",149.54
2141,"CA-2014-159520",6/6/2014,"GT-14635","Long Beach","New York",11561,"East","OFF-SU-10001664","Office Supplies","Supplies",17.14
2142,"CA-2014-159520",6/6/2014,"GT-14635","Long Beach","New York",11561,"East","FUR-TA-10003238","Furniture","Tables",991.76
2143,"CA-2016-155481",9/1/2016,"DK-13225","Philadelphia","Pennsylvania",19140,"East","OFF-PA-10004675","Office Supplies","Paper",30.48
2144,"CA-2016-155481",9/1/2016,"DK-13225","Philadelphia","Pennsylvania",19140,"East","TEC-PH-10002293","Technology","Phones",23.99
2145,"CA-2016-155481",9/1/2016,"DK-13225","Philadelphia","Pennsylvania",19140,"East","OFF-FA-10002780","Office Supplies","Fasteners",16.69
2146,"US-2016-152051",6/25/2016,"TS-21160","York","Pennsylvania",17403,"East","FUR-CH-10002965","Furniture","Chairs",422.06
2147,"US-2016-152051",6/25/2016,"TS-21160","York","Pennsylvania",17403,"East","OFF-BI-10004781","Office Supplies","Binders",38.09
2148,"US-2016-152051",6/25/2016,"TS-21160","York","Pennsylvania",17403,"East","OFF-ST-10001713","Office Supplies","Storage",254.35
2149,"CA-2014-141607",12/12/2014,"WB-21850","Concord","California",94521,"West","FUR-FU-10003975","Furniture","Furnishings",43.31
2150,"CA-2017-102771",3/31/2017,"DO-13435","New York City","New York",10035,"East","TEC-PH-10001536","Technology","Phones",84.95
2151,"US-2017-139969",11/19/2017,"AF-10870","College Station","Texas",77840,"Central","FUR-CH-10001973","Furniture","Chairs",233.06
2152,"CA-2014-167360",11/24/2014,"RB-19435","Saint Louis","Missouri",63116,"Central","TEC-AC-10001772","Technology","Accessories",111.79
2153,"CA-2015-123505",11/22/2015,"AR-10540","Quincy","Massachusetts",2169,"East","OFF-PA-10002586","Office Supplies","Paper",14.94
2154,"CA-2016-117282",7/14/2016,"DR-12880","New York City","New York",10009,"East","OFF-BI-10004094","Office Supplies","Binders",14.16
2155,"US-2016-120460",4/30/2016,"BF-11170","Dallas","Texas",75081,"Central","FUR-FU-10004973","Furniture","Furnishings",22.61
2156,"CA-2016-111115",7/25/2016,"LB-16735","Los Angeles","California",90032,"West","OFF-FA-10000624","Office Supplies","Fasteners",21.48
2157,"CA-2014-124646",6/22/2014,"DV-13465","Minneapolis","Minnesota",55407,"Central","OFF-ST-10001097","Office Supplies","Storage",501.81
2158,"CA-2014-124646",6/22/2014,"DV-13465","Minneapolis","Minnesota",55407,"Central","OFF-ST-10001469","Office Supplies","Storage",161.94
2159,"CA-2017-148166",10/21/2017,"NK-18490","Deltona","Florida",32725,"South","OFF-AR-10004956","Office Supplies","Art",17.86
2160,"CA-2016-159737",9/3/2016,"CS-11950","Chicago","Illinois",60610,"Central","OFF-BI-10004236","Office Supplies","Binders",8.81
2161,"CA-2016-141019",5/14/2016,"LH-17155","Cincinnati","Ohio",45231,"East","FUR-FU-10002937","Furniture","Furnishings",79.38
2162,"CA-2016-101938",1/7/2016,"DW-13480","Oakland","California",94601,"West","OFF-AR-10003696","Office Supplies","Art",34.58
2163,"CA-2017-166296",3/13/2017,"KF-16285","Manteca","California",95336,"West","OFF-PA-10004359","Office Supplies","Paper",314.55
2164,"CA-2016-154018",10/13/2016,"HA-14920","Laredo","Texas",78041,"Central","TEC-AC-10002402","Technology","Accessories",191.98
2165,"CA-2016-154018",10/13/2016,"HA-14920","Laredo","Texas",78041,"Central","OFF-PA-10000551","Office Supplies","Paper",8.29
2166,"CA-2016-154018",10/13/2016,"HA-14920","Laredo","Texas",78041,"Central","FUR-FU-10003394","Furniture","Furnishings",139.92
2167,"CA-2016-154018",10/13/2016,"HA-14920","Laredo","Texas",78041,"Central","OFF-AR-10002067","Office Supplies","Art",15.87
2168,"CA-2016-154018",10/13/2016,"HA-14920","Laredo","Texas",78041,"Central","OFF-BI-10004140","Office Supplies","Binders",6.29
2169,"CA-2017-117870",1/27/2017,"JH-15820","Kent","Ohio",44240,"East","OFF-AR-10004078","Office Supplies","Art",14.02
2170,"CA-2017-117870",1/27/2017,"JH-15820","Kent","Ohio",44240,"East","TEC-AC-10000927","Technology","Accessories",71.98
2171,"CA-2017-117870",1/27/2017,"JH-15820","Kent","Ohio",44240,"East","TEC-PH-10003931","Technology","Phones",107.98
2172,"US-2017-137491",11/19/2017,"LC-16930","San Angelo","Texas",76903,"Central","FUR-CH-10004675","Furniture","Chairs",305.31
2173,"CA-2014-152296",8/1/2014,"IL-15100","San Francisco","California",94122,"West","OFF-BI-10004506","Office Supplies","Binders",19.75
2174,"CA-2016-112025",7/30/2016,"LS-16975","Houston","Texas",77070,"Central","OFF-BI-10002353","Office Supplies","Binders",9.26
2175,"CA-2015-132507",7/30/2015,"CC-12610","Houston","Texas",77041,"Central","OFF-ST-10000943","Office Supplies","Storage",61.79
2176,"CA-2016-125738",10/15/2016,"PB-18805","Salt Lake City","Utah",84106,"West","OFF-PA-10000740","Office Supplies","Paper",45.68
2177,"CA-2016-125738",10/15/2016,"PB-18805","Salt Lake City","Utah",84106,"West","OFF-PA-10003001","Office Supplies","Paper",60.12
2178,"CA-2016-125738",10/15/2016,"PB-18805","Salt Lake City","Utah",84106,"West","OFF-BI-10001628","Office Supplies","Binders",41.72
2179,"CA-2016-125738",10/15/2016,"PB-18805","Salt Lake City","Utah",84106,"West","OFF-PA-10001509","Office Supplies","Paper",71.60
2180,"CA-2016-128818",5/7/2016,"CJ-12010","New York City","New York",10009,"East","OFF-BI-10000309","Office Supplies","Binders",85.23
2181,"CA-2016-128818",5/7/2016,"CJ-12010","New York City","New York",10009,"East","OFF-LA-10003923","Office Supplies","Labels",44.40
2182,"CA-2016-128818",5/7/2016,"CJ-12010","New York City","New York",10009,"East","FUR-CH-10002084","Furniture","Chairs",442.76
2183,"CA-2016-128818",5/7/2016,"CJ-12010","New York City","New York",10009,"East","TEC-MA-10000488","Technology","Machines",3999.95
2184,"CA-2016-128818",5/7/2016,"CJ-12010","New York City","New York",10009,"East","TEC-AC-10001767","Technology","Accessories",199.95
2185,"CA-2016-128818",5/7/2016,"CJ-12010","New York City","New York",10009,"East","FUR-FU-10001940","Furniture","Furnishings",63.68
2186,"CA-2017-124576",8/1/2017,"HK-14890","Salinas","California",93905,"West","OFF-BI-10002735","Office Supplies","Binders",54.90
2187,"CA-2016-101378",7/14/2016,"RH-19600","Huntsville","Alabama",35810,"South","TEC-AC-10002345","Technology","Accessories",29.00
2188,"CA-2017-143063",8/10/2017,"IL-15100","Columbus","Indiana",47201,"Central","OFF-EN-10003134","Office Supplies","Envelopes",70.08
2189,"CA-2017-143063",8/10/2017,"IL-15100","Columbus","Indiana",47201,"Central","FUR-FU-10003708","Furniture","Furnishings",121.30
2190,"CA-2017-143063",8/10/2017,"IL-15100","Columbus","Indiana",47201,"Central","TEC-PH-10003645","Technology","Phones",1454.49
2191,"CA-2016-118913",6/25/2016,"AS-10240","Los Angeles","California",90049,"West","OFF-AP-10000692","Office Supplies","Appliances",60.81
2192,"CA-2016-128412",12/10/2016,"AP-10915","Seattle","Washington",98105,"West","OFF-BI-10001718","Office Supplies","Binders",153.55
2193,"CA-2016-128412",12/10/2016,"AP-10915","Seattle","Washington",98105,"West","OFF-AP-10002082","Office Supplies","Appliances",65.34
2194,"CA-2016-128412",12/10/2016,"AP-10915","Seattle","Washington",98105,"West","OFF-PA-10001125","Office Supplies","Paper",123.92
2195,"CA-2016-128412",12/10/2016,"AP-10915","Seattle","Washington",98105,"West","OFF-AP-10000252","Office Supplies","Appliances",35.10
2196,"CA-2016-128412",12/10/2016,"AP-10915","Seattle","Washington",98105,"West","TEC-AC-10003038","Technology","Accessories",44.75
2197,"CA-2016-136483",12/1/2016,"AG-10390","Knoxville","Tennessee",37918,"South","OFF-AR-10000940","Office Supplies","Art",4.70
